"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"48208","853931","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48209","853932","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48210","853939","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48211","853941","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48212","853949","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48213","853990","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48215","854011","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48216","854012","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48217","854020","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48218","854040","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48220","854060","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48221","854071","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48222","854079","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48224","854081","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48225","854089","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48226","854091","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48227","854099","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48228","854110","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48229","854121","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48230","854129","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48231","854130","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48232","854140","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48233","854150","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48234","854160","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48235","854190","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48236","852352","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48243","852352","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48372","854390","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48387","854890","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48404","854290","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48444","854310","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48451","854320","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48457","854330","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48458","854370","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48459","853950","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"48707","854411","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48708","854419","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48709","854420","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48710","854430","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"48711","854442","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48713","854449","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48719","854460","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48720","854470","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48722","854511","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48723","854519","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48724","854520","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48725","854590","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48726","854610","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48727","854620","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48728","854690","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"48729","854710","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48730","854720","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48731","854790","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"48734","854231","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"48737","854232","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"48740","854233","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"48743","854239","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"48746","854810","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"49065","860110","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49066","860120","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49067","860210","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49069","860290","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49071","860310","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49072","860390","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49073","860400","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49076","860500","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49077","860610","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49078","860691","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49079","860630","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49081","860692","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49082","860699","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49083","860711","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49084","860712","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49085","860719","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49086","860721","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49087","860729","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49088","860730","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49089","860791","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49090","860799","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49091","860800","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49093","860900","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49094","870110","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49095","870120","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49096","870130","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49097","870192","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49098","870193","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49099","870194","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49100","870195","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49101","870191","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49102","870210","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49103","870220","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49105","870230","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49106","870240","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49107","870290","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49108","870310","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49109","870360","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49111","870321","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49113","870340","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49115","870322","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49121","870323","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49127","870324","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49133","870331","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49135","870350","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49137","870370","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49141","870332","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49145","870333","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49159","870380","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49161","870390","51","Transport Equipment And Parts And Accessories Thereof: Passenger motor cars","Capital Goods"
"49163","870410","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49164","870421","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49165","870422","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49166","870423","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49167","870431","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49168","870432","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49169","870490","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49170","870510","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49171","870520","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49172","870530","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49173","870540","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49174","870590","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49175","870600","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49178","870710","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49181","870790","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49184","870810","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49185","870821","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49186","870829","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49187","870830","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49189","870840","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49191","870850","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49197","870870","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49198","870880","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49199","870891","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49200","870892","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49201","870893","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49202","870894","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49212","870895","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49213","870899","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49214","870911","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49215","870919","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49216","870990","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49217","871000","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49218","871110","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49219","871120","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49220","871130","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49221","871140","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49222","871150","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49223","871160","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49224","871190","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49225","871200","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49227","871310","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49229","871390","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49231","871410","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49237","871420","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49240","871491","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49244","871492","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49248","871493","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49252","871494","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49256","871495","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49260","871496","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49264","871499","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49268","871500","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49269","871610","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49270","871620","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49271","871631","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49272","871639","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49273","871640","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49274","871680","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49275","871690","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49276","880100","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49279","880100","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49288","880211","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49289","880212","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49290","880220","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49291","880230","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49292","880240","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49293","880260","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49297","880310","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49298","880320","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49299","880330","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49300","880390","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"49307","880400","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49310","880510","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49311","880521","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49312","880529","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49313","890110","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49315","890120","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49316","890130","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49317","890190","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49318","890200","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49319","890310","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49320","890391","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49321","890392","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49322","890399","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49323","890400","521","Transport Equipment And Parts And Accessories Thereof: Other- Industrial","Capital Goods"
"49324","890510","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49325","890520","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49326","890590","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49327","890610","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49329","890690","7","Goods Not Elsewhere Specifed","Goods Not Elsewhere Specified"
"49331","890710","522","Transport Equipment And Parts And Accessories Thereof: Other- Non-Industrial","Consumption Goods"
"49332","890790","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49333","890800","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"49335","900110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49338","900120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49341","900130","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"49342","900140","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49343","900150","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49344","900190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49347","900211","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49348","900219","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49349","900220","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49350","900290","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49351","900311","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49352","900319","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49353","900390","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49354","900410","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"49355","900490","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"49356","900510","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49357","900580","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49359","900590","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49363","900659","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49364","900652","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49365","900652","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49366","900653","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49367","900653","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49369","900659","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49370","900630","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49371","900640","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49372","900651","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49379","900661","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49381","900669","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49385","900691","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49387","900699","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"49388","900710","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49390","900710","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49392","900720","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49396","900791","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49398","900792","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49399","900850","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"49400","900850","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"49403","900890","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"49924","901010","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50077","901050","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50078","901060","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50110","901090","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50139","901110","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50168","901120","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50169","901180","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50201","901190","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50230","901210","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50262","901290","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50263","901310","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50264","901320","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50265","901380","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50266","901390","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50267","901410","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50270","901420","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50273","901480","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50276","901490","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50278","901510","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50282","901520","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50286","901530","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50290","901540","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50294","901580","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50298","901590","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50302","901600","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50306","901710","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50337","901720","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50340","901730","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50343","901780","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50377","901790","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50379","901811","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50380","901812","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50381","901813","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50382","901814","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50383","901819","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50384","901820","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50385","901831","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50386","901832","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50387","901839","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50388","901841","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50389","901849","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50391","901850","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50393","901890","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50395","901910","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50396","901920","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50397","902000","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50398","902110","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"50399","902121","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50400","902129","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50401","902131","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50403","902139","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50405","902140","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50406","902150","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50407","902190","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50409","902212","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50410","902213","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50411","902214","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50412","902219","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50413","902221","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50414","902229","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50415","902230","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50416","902290","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
